0,1,2,3,4,5,KR,TW,CN,JP
Quarterly,Imports,Price,"USD, SA",By Product,Others,,,,
Quarterly,Imports,Price,"USD, SA",By Country,China,,,,
Quarterly,Imports,Price,"USD, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"USD, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"USD, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"USD, SA",By Country,EU,,,,
Quarterly,Imports,Price,"USD, SA",By Country,US,,,,
Quarterly,Imports,Price,"LCU, SA",Total,,,,,
Quarterly,Imports,Price,"LCU, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"LCU, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"LCU, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"LCU, SA",By Product,Others,,,,
Quarterly,Imports,Price,"LCU, SA",By Country,China,,,,
Quarterly,Imports,Price,"LCU, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"LCU, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"LCU, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"LCU, SA",By Country,EU,,,,
Quarterly,Imports,Price,"LCU, SA",By Country,US,,,,
Quarterly,Imports,Price,"index, SA",Total,,,,,
Quarterly,Imports,Price,"index, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"index, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"index, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"index, SA",By Product,Others,,,,
Quarterly,Imports,Price,"index, SA",By Country,China,,,,
Quarterly,Imports,Price,"index, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"index, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"index, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"index, SA",By Country,EU,,,,
Quarterly,Imports,Price,"index, SA",By Country,US,,,,
Quarterly,Imports,Price,"USD, % MoM",Total,,,,,
Quarterly,Imports,Price,"USD, % MoM",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"USD, % MoM",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"USD, % MoM",By Product,Energy,,,,
Quarterly,Imports,Price,"USD, % MoM",By Product,Others,,,,
Quarterly,Imports,Price,"USD, % MoM",By Country,China,,,,
Quarterly,Imports,Price,"USD, % MoM",By Country,Japan,,,,
Quarterly,Imports,Price,"USD, % MoM",By Country,Korea,,,,
Quarterly,Imports,Price,"USD, % MoM",By Country,Taiwan,,,,
Quarterly,Imports,Price,"USD, % MoM",By Country,EU,,,,
Quarterly,Imports,Price,"USD, % MoM",By Country,US,,,,
Quarterly,Imports,Price,"LCU, % MoM",Total,,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Product,Energy,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Product,Others,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Country,China,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Country,Japan,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Country,Korea,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Country,Taiwan,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Country,EU,,,,
Quarterly,Imports,Price,"LCU, % MoM",By Country,US,,,,
Quarterly,Imports,Price,"index, % MoM",Total,,,,,
Quarterly,Imports,Price,"index, % MoM",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"index, % MoM",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"index, % MoM",By Product,Energy,,,,
Quarterly,Imports,Price,"index, % MoM",By Product,Others,,,,
Quarterly,Imports,Price,"index, % MoM",By Country,China,,,,
Quarterly,Imports,Price,"index, % MoM",By Country,Japan,,,,
Quarterly,Imports,Price,"index, % MoM",By Country,Korea,,,,
Quarterly,Imports,Price,"index, % MoM",By Country,Taiwan,,,,
Quarterly,Imports,Price,"index, % MoM",By Country,EU,,,,
Quarterly,Imports,Price,"index, % MoM",By Country,US,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",Total,,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Product,Others,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Country,China,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Country,EU,,,,
Quarterly,Imports,Price,"USD, % YoY, SA",By Country,US,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",Total,,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Product,Others,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Country,China,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Country,EU,,,,
Quarterly,Imports,Price,"LCU, % YoY, SA",By Country,US,,,,
Quarterly,Imports,Price,"index, % YoY, SA",Total,,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Product,Others,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Country,China,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Country,EU,,,,
Quarterly,Imports,Price,"index, % YoY, SA",By Country,US,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",Total,,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Product,Others,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Country,China,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Country,EU,,,,
Quarterly,Imports,Price,"USD, % MoM, SA",By Country,US,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",Total,,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Product,Others,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Country,China,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Country,EU,,,,
Quarterly,Imports,Price,"LCU, % MoM, SA",By Country,US,,,,
Quarterly,Imports,Price,"index, % MoM, SA",Total,,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Product,Others,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Country,China,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Country,EU,,,,
Quarterly,Imports,Price,"index, % MoM, SA",By Country,US,,,,
Quarterly,Imports,Price,% of total,Total,,,,,
Quarterly,Imports,Price,% of total,By Product,Semiconductors,,,,
Quarterly,Imports,Price,% of total,By Product,Passenger cars,,,,
Quarterly,Imports,Price,% of total,By Product,Energy,,,,
Quarterly,Imports,Price,% of total,By Product,Others,,,,
Quarterly,Imports,Price,% of total,By Country,China,,,,
Quarterly,Imports,Price,% of total,By Country,Japan,,,,
Quarterly,Imports,Price,% of total,By Country,Korea,,,,
Quarterly,Imports,Price,% of total,By Country,Taiwan,,,,
Quarterly,Imports,Price,% of total,By Country,EU,,,,
Quarterly,Imports,Price,% of total,By Country,US,,,,
Quarterly,Imports,Price,"% of total, SA",Total,,,,,
Quarterly,Imports,Price,"% of total, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"% of total, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"% of total, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"% of total, SA",By Product,Others,,,,
Quarterly,Imports,Price,"% of total, SA",By Country,China,,,,
Quarterly,Imports,Price,"% of total, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"% of total, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"% of total, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"% of total, SA",By Country,EU,,,,
Quarterly,Imports,Price,"% of total, SA",By Country,US,,,,
Quarterly,Imports,Price,% of GDP,Total,,,,,
Quarterly,Imports,Price,% of GDP,By Product,Semiconductors,,,,
Quarterly,Imports,Price,% of GDP,By Product,Passenger cars,,,,
Quarterly,Imports,Price,% of GDP,By Product,Energy,,,,
Quarterly,Imports,Price,% of GDP,By Product,Others,,,,
Quarterly,Imports,Price,% of GDP,By Country,China,,,,
Quarterly,Imports,Price,% of GDP,By Country,Japan,,,,
Quarterly,Imports,Price,% of GDP,By Country,Korea,,,,
Quarterly,Imports,Price,% of GDP,By Country,Taiwan,,,,
Quarterly,Imports,Price,% of GDP,By Country,EU,,,,
Quarterly,Imports,Price,% of GDP,By Country,US,,,,
Quarterly,Imports,Price,"% of GDP, SA",Total,,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Product,Semiconductors,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Product,Passenger cars,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Product,Energy,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Product,Others,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Country,China,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Country,Japan,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Country,Korea,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Country,Taiwan,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Country,EU,,,,
Quarterly,Imports,Price,"% of GDP, SA",By Country,US,,,,
Quarterly,Trade balance,Value,USD,Total,,,,,
Quarterly,Trade balance,Value,USD,By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,USD,By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,USD,By Product,Energy,,,,
Quarterly,Trade balance,Value,USD,By Product,Others,,,,
Quarterly,Trade balance,Value,USD,By Country,China,,,,
Quarterly,Trade balance,Value,USD,By Country,Japan,,,,
Quarterly,Trade balance,Value,USD,By Country,Korea,,,,
Quarterly,Trade balance,Value,USD,By Country,Taiwan,,,,
Quarterly,Trade balance,Value,USD,By Country,EU,,,,
Quarterly,Trade balance,Value,USD,By Country,US,,,,
Quarterly,Trade balance,Value,LCU,Total,,,,,
Quarterly,Trade balance,Value,LCU,By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,LCU,By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,LCU,By Product,Energy,,,,
Quarterly,Trade balance,Value,LCU,By Product,Others,,,,
Quarterly,Trade balance,Value,LCU,By Country,China,,,,
Quarterly,Trade balance,Value,LCU,By Country,Japan,,,,
Quarterly,Trade balance,Value,LCU,By Country,Korea,,,,
Quarterly,Trade balance,Value,LCU,By Country,Taiwan,,,,
Quarterly,Trade balance,Value,LCU,By Country,EU,,,,
Quarterly,Trade balance,Value,LCU,By Country,US,,,,
Quarterly,Trade balance,Value,index,Total,,,,,
Quarterly,Trade balance,Value,index,By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,index,By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,index,By Product,Energy,,,,
Quarterly,Trade balance,Value,index,By Product,Others,,,,
Quarterly,Trade balance,Value,index,By Country,China,,,,
Quarterly,Trade balance,Value,index,By Country,Japan,,,,
Quarterly,Trade balance,Value,index,By Country,Korea,,,,
Quarterly,Trade balance,Value,index,By Country,Taiwan,,,,
Quarterly,Trade balance,Value,index,By Country,EU,,,,
Quarterly,Trade balance,Value,index,By Country,US,,,,
Quarterly,Trade balance,Value,"USD, % YoY",Total,,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Product,Energy,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Product,Others,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Country,China,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Country,Japan,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Country,Korea,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Country,EU,,,,
Quarterly,Trade balance,Value,"USD, % YoY",By Country,US,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",Total,,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Product,Energy,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Product,Others,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Country,China,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Country,Japan,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Country,Korea,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Country,EU,,,,
Quarterly,Trade balance,Value,"LCU, % YoY",By Country,US,,,,
Quarterly,Trade balance,Value,"index, % YoY",Total,,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Product,Energy,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Product,Others,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Country,China,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Country,Japan,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Country,Korea,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Country,EU,,,,
Quarterly,Trade balance,Value,"index, % YoY",By Country,US,,,,
Quarterly,Trade balance,Value,"USD, SA",Total,,,,,
Quarterly,Trade balance,Value,"USD, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"USD, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"USD, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"USD, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"USD, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"USD, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"USD, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"USD, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"USD, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"USD, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"LCU, SA",Total,,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"LCU, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"index, SA",Total,,,,,
Quarterly,Trade balance,Value,"index, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"index, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"index, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"index, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"index, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"index, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"index, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"index, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"index, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"index, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"USD, % MoM",Total,,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Product,Energy,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Product,Others,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Country,China,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Country,Japan,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Country,Korea,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Country,EU,,,,
Quarterly,Trade balance,Value,"USD, % MoM",By Country,US,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",Total,,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Product,Energy,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Product,Others,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Country,China,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Country,Japan,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Country,Korea,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Country,EU,,,,
Quarterly,Trade balance,Value,"LCU, % MoM",By Country,US,,,,
Quarterly,Trade balance,Value,"index, % MoM",Total,,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Product,Energy,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Product,Others,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Country,China,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Country,Japan,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Country,Korea,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Country,EU,,,,
Quarterly,Trade balance,Value,"index, % MoM",By Country,US,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",Total,,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"USD, % YoY, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",Total,,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"LCU, % YoY, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",Total,,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"index, % YoY, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",Total,,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"USD, % MoM, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",Total,,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"LCU, % MoM, SA",By Country,US,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",Total,,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"index, % MoM, SA",By Country,US,,,,
Quarterly,Trade balance,Value,% of total,Total,,,,,
Quarterly,Trade balance,Value,% of total,By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,% of total,By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,% of total,By Product,Energy,,,,
Quarterly,Trade balance,Value,% of total,By Product,Others,,,,
Quarterly,Trade balance,Value,% of total,By Country,China,,,,
Quarterly,Trade balance,Value,% of total,By Country,Japan,,,,
Quarterly,Trade balance,Value,% of total,By Country,Korea,,,,
Quarterly,Trade balance,Value,% of total,By Country,Taiwan,,,,
Quarterly,Trade balance,Value,% of total,By Country,EU,,,,
Quarterly,Trade balance,Value,% of total,By Country,US,,,,
Quarterly,Trade balance,Value,"% of total, SA",Total,,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Product,Energy,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Product,Others,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Country,China,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Country,Japan,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Country,Korea,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Country,Taiwan,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Country,EU,,,,
Quarterly,Trade balance,Value,"% of total, SA",By Country,US,,,,
Quarterly,Trade balance,Value,% of GDP,Total,,,,,
Quarterly,Trade balance,Value,% of GDP,By Product,Semiconductors,,,,
Quarterly,Trade balance,Value,% of GDP,By Product,Passenger cars,,,,
Quarterly,Trade balance,Value,% of GDP,By Product,Energy,,,,
Quarterly,Trade balance,Value,% of GDP,By Product,Others,,,,
Quarterly,Trade balance,Value,% of GDP,By Country,China,,,,
Quarterly,Trade balance,Value,% of GDP,By Country,Japan,,,,
Quarterly,Trade balance,Value,% of GDP,By Country,Korea,,,,
Quarterly,Trade balance,Value,% of GDP,By Country,Taiwan,,,,
Quarterly,Trade balance,Value,% of GDP,By Country,EU,,,,
Quarterly,Trade balance,Value,% of GDP,By Country,US,,,,
