0,1,2,3,4,5,KR,TW,CN,JP
Monthly,Trade balance,Price,"USD, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"USD, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"USD, SA",By Country,US,,,,
Monthly,Trade balance,Price,"LCU, SA",Total,,,,,
Monthly,Trade balance,Price,"LCU, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"LCU, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"LCU, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"LCU, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"LCU, SA",By Country,China,,,,
Monthly,Trade balance,Price,"LCU, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"LCU, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"LCU, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"LCU, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"LCU, SA",By Country,US,,,,
Monthly,Trade balance,Price,"index, SA",Total,,,,,
Monthly,Trade balance,Price,"index, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"index, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"index, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"index, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"index, SA",By Country,China,,,,
Monthly,Trade balance,Price,"index, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"index, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"index, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"index, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"index, SA",By Country,US,,,,
Monthly,Trade balance,Price,"USD, % MoM",Total,,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Product,Energy,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Product,Others,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Country,China,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Country,Japan,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Country,Korea,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Country,EU,,,,
Monthly,Trade balance,Price,"USD, % MoM",By Country,US,,,,
Monthly,Trade balance,Price,"LCU, % MoM",Total,,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Product,Energy,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Product,Others,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Country,China,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Country,Japan,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Country,Korea,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Country,EU,,,,
Monthly,Trade balance,Price,"LCU, % MoM",By Country,US,,,,
Monthly,Trade balance,Price,"index, % MoM",Total,,,,,
Monthly,Trade balance,Price,"index, % MoM",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"index, % MoM",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"index, % MoM",By Product,Energy,,,,
Monthly,Trade balance,Price,"index, % MoM",By Product,Others,,,,
Monthly,Trade balance,Price,"index, % MoM",By Country,China,,,,
Monthly,Trade balance,Price,"index, % MoM",By Country,Japan,,,,
Monthly,Trade balance,Price,"index, % MoM",By Country,Korea,,,,
Monthly,Trade balance,Price,"index, % MoM",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"index, % MoM",By Country,EU,,,,
Monthly,Trade balance,Price,"index, % MoM",By Country,US,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",Total,,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Country,China,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"USD, % YoY, SA",By Country,US,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",Total,,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Country,China,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"LCU, % YoY, SA",By Country,US,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",Total,,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Country,China,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"index, % YoY, SA",By Country,US,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",Total,,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Country,China,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"USD, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",Total,,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Country,China,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"LCU, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",Total,,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Country,China,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"index, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Price,% of total,Total,,,,,
Monthly,Trade balance,Price,% of total,By Product,Semiconductors,,,,
Monthly,Trade balance,Price,% of total,By Product,Passenger cars,,,,
Monthly,Trade balance,Price,% of total,By Product,Energy,,,,
Monthly,Trade balance,Price,% of total,By Product,Others,,,,
Monthly,Trade balance,Price,% of total,By Country,China,,,,
Monthly,Trade balance,Price,% of total,By Country,Japan,,,,
Monthly,Trade balance,Price,% of total,By Country,Korea,,,,
Monthly,Trade balance,Price,% of total,By Country,Taiwan,,,,
Monthly,Trade balance,Price,% of total,By Country,EU,,,,
Monthly,Trade balance,Price,% of total,By Country,US,,,,
Monthly,Trade balance,Price,"% of total, SA",Total,,,,,
Monthly,Trade balance,Price,"% of total, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"% of total, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"% of total, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"% of total, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"% of total, SA",By Country,China,,,,
Monthly,Trade balance,Price,"% of total, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"% of total, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"% of total, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"% of total, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"% of total, SA",By Country,US,,,,
Monthly,Trade balance,Price,% of GDP,Total,,,,,
Monthly,Trade balance,Price,% of GDP,By Product,Semiconductors,,,,
Monthly,Trade balance,Price,% of GDP,By Product,Passenger cars,,,,
Monthly,Trade balance,Price,% of GDP,By Product,Energy,,,,
Monthly,Trade balance,Price,% of GDP,By Product,Others,,,,
Monthly,Trade balance,Price,% of GDP,By Country,China,,,,
Monthly,Trade balance,Price,% of GDP,By Country,Japan,,,,
Monthly,Trade balance,Price,% of GDP,By Country,Korea,,,,
Monthly,Trade balance,Price,% of GDP,By Country,Taiwan,,,,
Monthly,Trade balance,Price,% of GDP,By Country,EU,,,,
Monthly,Trade balance,Price,% of GDP,By Country,US,,,,
Monthly,Trade balance,Price,"% of GDP, SA",Total,,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Country,China,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Country,Korea,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Country,EU,,,,
Monthly,Trade balance,Price,"% of GDP, SA",By Country,US,,,,
Quarterly,Exports,Value,USD,Total,,,,,
Quarterly,Exports,Value,USD,By Product,Semiconductors,,,,
Quarterly,Exports,Value,USD,By Product,Passenger cars,,,,
Quarterly,Exports,Value,USD,By Product,Energy,,,,
Quarterly,Exports,Value,USD,By Product,Others,,,,
Quarterly,Exports,Value,USD,By Country,China,,,,
Quarterly,Exports,Value,USD,By Country,Japan,,,,
Quarterly,Exports,Value,USD,By Country,Korea,,,,
Quarterly,Exports,Value,USD,By Country,Taiwan,,,,
Quarterly,Exports,Value,USD,By Country,EU,,,,
Quarterly,Exports,Value,USD,By Country,US,,,,
Quarterly,Exports,Value,LCU,Total,,,,,
Quarterly,Exports,Value,LCU,By Product,Semiconductors,,,,
Quarterly,Exports,Value,LCU,By Product,Passenger cars,,,,
Quarterly,Exports,Value,LCU,By Product,Energy,,,,
Quarterly,Exports,Value,LCU,By Product,Others,,,,
Quarterly,Exports,Value,LCU,By Country,China,,,,
Quarterly,Exports,Value,LCU,By Country,Japan,,,,
Quarterly,Exports,Value,LCU,By Country,Korea,,,,
Quarterly,Exports,Value,LCU,By Country,Taiwan,,,,
Quarterly,Exports,Value,LCU,By Country,EU,,,,
Quarterly,Exports,Value,LCU,By Country,US,,,,
Quarterly,Exports,Value,index,Total,,,,,
Quarterly,Exports,Value,index,By Product,Semiconductors,,,,
Quarterly,Exports,Value,index,By Product,Passenger cars,,,,
Quarterly,Exports,Value,index,By Product,Energy,,,,
Quarterly,Exports,Value,index,By Product,Others,,,,
Quarterly,Exports,Value,index,By Country,China,,,,
Quarterly,Exports,Value,index,By Country,Japan,,,,
Quarterly,Exports,Value,index,By Country,Korea,,,,
Quarterly,Exports,Value,index,By Country,Taiwan,,,,
Quarterly,Exports,Value,index,By Country,EU,,,,
Quarterly,Exports,Value,index,By Country,US,,,,
Quarterly,Exports,Value,"USD, % YoY",Total,,,,,
Quarterly,Exports,Value,"USD, % YoY",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"USD, % YoY",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"USD, % YoY",By Product,Energy,,,,
Quarterly,Exports,Value,"USD, % YoY",By Product,Others,,,,
Quarterly,Exports,Value,"USD, % YoY",By Country,China,,,,
Quarterly,Exports,Value,"USD, % YoY",By Country,Japan,,,,
Quarterly,Exports,Value,"USD, % YoY",By Country,Korea,,,,
Quarterly,Exports,Value,"USD, % YoY",By Country,Taiwan,,,,
Quarterly,Exports,Value,"USD, % YoY",By Country,EU,,,,
Quarterly,Exports,Value,"USD, % YoY",By Country,US,,,,
Quarterly,Exports,Value,"LCU, % YoY",Total,,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Product,Energy,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Product,Others,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Country,China,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Country,Japan,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Country,Korea,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Country,Taiwan,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Country,EU,,,,
Quarterly,Exports,Value,"LCU, % YoY",By Country,US,,,,
Quarterly,Exports,Value,"index, % YoY",Total,,,,,
Quarterly,Exports,Value,"index, % YoY",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"index, % YoY",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"index, % YoY",By Product,Energy,,,,
Quarterly,Exports,Value,"index, % YoY",By Product,Others,,,,
Quarterly,Exports,Value,"index, % YoY",By Country,China,,,,
Quarterly,Exports,Value,"index, % YoY",By Country,Japan,,,,
Quarterly,Exports,Value,"index, % YoY",By Country,Korea,,,,
Quarterly,Exports,Value,"index, % YoY",By Country,Taiwan,,,,
Quarterly,Exports,Value,"index, % YoY",By Country,EU,,,,
Quarterly,Exports,Value,"index, % YoY",By Country,US,,,,
Quarterly,Exports,Value,"USD, SA",Total,,,,,
Quarterly,Exports,Value,"USD, SA",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"USD, SA",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"USD, SA",By Product,Energy,,,,
Quarterly,Exports,Value,"USD, SA",By Product,Others,,,,
Quarterly,Exports,Value,"USD, SA",By Country,China,,,,
Quarterly,Exports,Value,"USD, SA",By Country,Japan,,,,
Quarterly,Exports,Value,"USD, SA",By Country,Korea,,,,
Quarterly,Exports,Value,"USD, SA",By Country,Taiwan,,,,
Quarterly,Exports,Value,"USD, SA",By Country,EU,,,,
Quarterly,Exports,Value,"USD, SA",By Country,US,,,,
Quarterly,Exports,Value,"LCU, SA",Total,,,,,
Quarterly,Exports,Value,"LCU, SA",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"LCU, SA",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"LCU, SA",By Product,Energy,,,,
Quarterly,Exports,Value,"LCU, SA",By Product,Others,,,,
Quarterly,Exports,Value,"LCU, SA",By Country,China,,,,
Quarterly,Exports,Value,"LCU, SA",By Country,Japan,,,,
Quarterly,Exports,Value,"LCU, SA",By Country,Korea,,,,
Quarterly,Exports,Value,"LCU, SA",By Country,Taiwan,,,,
Quarterly,Exports,Value,"LCU, SA",By Country,EU,,,,
Quarterly,Exports,Value,"LCU, SA",By Country,US,,,,
Quarterly,Exports,Value,"index, SA",Total,,,,,
Quarterly,Exports,Value,"index, SA",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"index, SA",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"index, SA",By Product,Energy,,,,
Quarterly,Exports,Value,"index, SA",By Product,Others,,,,
Quarterly,Exports,Value,"index, SA",By Country,China,,,,
Quarterly,Exports,Value,"index, SA",By Country,Japan,,,,
Quarterly,Exports,Value,"index, SA",By Country,Korea,,,,
Quarterly,Exports,Value,"index, SA",By Country,Taiwan,,,,
Quarterly,Exports,Value,"index, SA",By Country,EU,,,,
Quarterly,Exports,Value,"index, SA",By Country,US,,,,
Quarterly,Exports,Value,"USD, % MoM",Total,,,,,
Quarterly,Exports,Value,"USD, % MoM",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"USD, % MoM",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"USD, % MoM",By Product,Energy,,,,
Quarterly,Exports,Value,"USD, % MoM",By Product,Others,,,,
Quarterly,Exports,Value,"USD, % MoM",By Country,China,,,,
Quarterly,Exports,Value,"USD, % MoM",By Country,Japan,,,,
Quarterly,Exports,Value,"USD, % MoM",By Country,Korea,,,,
Quarterly,Exports,Value,"USD, % MoM",By Country,Taiwan,,,,
Quarterly,Exports,Value,"USD, % MoM",By Country,EU,,,,
Quarterly,Exports,Value,"USD, % MoM",By Country,US,,,,
Quarterly,Exports,Value,"LCU, % MoM",Total,,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Product,Energy,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Product,Others,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Country,China,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Country,Japan,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Country,Korea,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Country,Taiwan,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Country,EU,,,,
Quarterly,Exports,Value,"LCU, % MoM",By Country,US,,,,
Quarterly,Exports,Value,"index, % MoM",Total,,,,,
Quarterly,Exports,Value,"index, % MoM",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"index, % MoM",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"index, % MoM",By Product,Energy,,,,
Quarterly,Exports,Value,"index, % MoM",By Product,Others,,,,
Quarterly,Exports,Value,"index, % MoM",By Country,China,,,,
Quarterly,Exports,Value,"index, % MoM",By Country,Japan,,,,
Quarterly,Exports,Value,"index, % MoM",By Country,Korea,,,,
Quarterly,Exports,Value,"index, % MoM",By Country,Taiwan,,,,
Quarterly,Exports,Value,"index, % MoM",By Country,EU,,,,
Quarterly,Exports,Value,"index, % MoM",By Country,US,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",Total,,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Product,Energy,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Product,Others,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Country,China,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Country,Japan,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Country,Korea,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Country,Taiwan,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Country,EU,,,,
Quarterly,Exports,Value,"USD, % YoY, SA",By Country,US,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",Total,,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Product,Energy,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Product,Others,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Country,China,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Country,Japan,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Country,Korea,,,,
Quarterly,Exports,Value,"LCU, % YoY, SA",By Country,Taiwan,,,,
