Date,"CPI, All items","CPI, Excluding Food & Energy","CPI, Goods","CPI, Goods, Durable goods","CPI, Services","CPI, Services, Rents","CPI, Services, Public services","CPI, Services, Personal services","CPI, All items, % YoY","CPI, Excluding Food & Energy, % YoY","CPI, Goods, % YoY","CPI, Goods, Durable goods, % YoY","CPI, Services, % YoY","CPI, Services, Rents, % YoY","CPI, Services, Public services, % YoY","CPI, Services, Personal services, % YoY","CPI, All items, % YoY, 3mma","CPI, Excluding Food & Energy, % YoY, 3mma","CPI, Goods, % YoY, 3mma","CPI, Goods, Durable goods, % YoY, 3mma","CPI, Services, % YoY, 3mma","CPI, Services, Rents, % YoY, 3mma","CPI, Services, Public services, % YoY, 3mma","CPI, Services, Personal services, % YoY, 3mma","CPI, All items, SA","CPI, Excluding Food & Energy, SA","CPI, Goods, SA","CPI, Goods, Durable goods, SA","CPI, Services, SA","CPI, Services, Public services, SA","CPI, Services, Personal services, SA","CPI, Services, Rents, SA","CPI, All items, SA, % MoM annualised","CPI, Excluding Food & Energy, SA, % MoM annualised","CPI, Goods, SA, % MoM annualised","CPI, Goods, Durable goods, SA, % MoM annualised","CPI, Services, SA, % MoM annualised","CPI, Services, Public services, SA, % MoM annualised","CPI, Services, Personal services, SA, % MoM annualised","CPI, Services, Rents, SA, % MoM annualised","CPI, All items, SA, % MoM annualised, 3mma","CPI, Excluding Food & Energy, SA, % MoM annualised, 3mma","CPI, Goods, SA, % MoM annualised, 3mma","CPI, Goods, Durable goods, SA, % MoM annualised, 3mma","CPI, Services, SA, % MoM annualised, 3mma","CPI, Services, Public services, SA, % MoM annualised, 3mma","CPI, Services, Personal services, SA, % MoM annualised, 3mma","CPI, Services, Rents, SA, % MoM annualised, 3mma","CPI, All items, 10pc Trimmed mean, % YoY","CPI, All items, 20pc Trimmed mean, % YoY","CPI, Food and non-alcoholic beverages, % YoY","CPI, Alcoholic beverages and tobacco, % YoY","CPI, Clothing and footwear, % YoY","CPI, Housing, water, electricity and other fuels, % YoY","CPI, Furnishings, household equipment and routine household maintenance, % YoY","CPI, Health, % YoY","CPI, Transport, % YoY","CPI, Communication, % YoY","CPI, Recreation and culture, % YoY","CPI, Education, % YoY","CPI, Restaurants and hotels, % YoY","CPI, Miscellaneous goods and services, % YoY","CPI, Food and non-alcoholic beverages, % YoY, 3mma","CPI, Alcoholic beverages and tobacco, % YoY, 3mma","CPI, Clothing and footwear, % YoY, 3mma","CPI, Housing, water, electricity and other fuels, % YoY, 3mma","CPI, Furnishings, household equipment and routine household maintenance, % YoY, 3mma","CPI, Health, % YoY, 3mma","CPI, Transport, % YoY, 3mma","CPI, Communication, % YoY, 3mma","CPI, Recreation and culture, % YoY, 3mma","CPI, Education, % YoY, 3mma","CPI, Restaurants and hotels, % YoY, 3mma","CPI, Miscellaneous goods and services, % YoY, 3mma"
2019-02-01,99.311,99.695,99.213,99.873,99.785,99.917,102.437,98.653,0.46128167518082464,1.1023446373519263,-0.7562344326741299,0.38597231854777814,1.4126734082016368,0.12526054192720792,-0.26288373723309943,2.549896049896061,0.8582323248701526,1.068248340723928,-0.42274444317870197,3.8742312073273645e-05,1.4483329350510596,0.20527738574063203,-0.14910198956599174,2.5299303628987553,99.0454714176685,99.5524093417516,99.3562047541492,99.8567806186039,99.6428636841957,102.17598921501,98.4944497811696,99.8883442424783,1.1301594433936524,4.283893684710094,3.9500764701351887,-0.2812915222225043,3.425818060879937,0.37329299691641893,7.272198274403818,-0.35139015221413716,-2.5528879027040268,0.9764429460938658,-5.959188129000682,2.0146888756862964,1.1279319311283302,-0.9600356802711948,2.504619942126166,-0.31217987015820237,1.0531180802405078,0.9898548485508549,0.4311287450404544,0.019159599463547394,0.4329310136035325,1.495874151457266,3.1924081347288746,-0.3999878484704178,-4.2305863631512,-2.265112682912862,0.5597737085008214,1.4079632980353862,2.7583769851168283,1.5672285949020814,2.4346886403570522,0.06801893358722537,0.44016047499153554,1.2382827136305858,2.5821465248008884,-0.40094364940239285,-2.9845184483132603,-1.8918247270157043,0.8447364627257296,1.5027259599014335,2.9356130999567647,1.3573248043218096
2019-03-01,99.121,99.544,99.35,99.764,99.636,99.879,102.268,98.473,0.3746797500784771,0.7458985699393628,-0.6966725638949733,-0.4430783969343821,1.0507099391480645,0.05810400617105582,-0.3109555791669494,1.9536992938935294,0.5429937400583359,0.9660756375616067,-0.7011371462237292,0.05319143266507472,1.2880898741133375,0.12830627411749193,-0.2756211470923975,2.3329772178335144,99.0235685529879,99.4965487420228,99.3280330586812,99.9541913165531,99.5452282764398,102.135399046421,98.3607582623593,99.857177693695,-0.2650448638510272,-0.6712668611690287,-0.33972075020964887,1.176905990264765,-1.1695080947461856,-0.475668698303755,-1.6167159449689938,-0.37377478340774317,-1.0696232649673572,0.9971407077907224,-2.260272320892114,2.0474778630830777,0.7815545044145423,-1.1023205837211465,1.8370797084628554,-0.3497647065538974,0.9170222330870245,0.950232190226251,1.0816417246999555,-0.12628431144742214,0.04839783016394872,1.1880002840649606,2.379518379763379,-0.5260548918046837,-3.59261668721903,-2.428608279433264,0.13838005734312375,1.1544793997890324,2.1806466316520057,1.5085804403311753,1.3847020106226848,-0.006436005572629799,0.2958053638708898,1.1916720532529457,2.717165056662219,-0.4613103952276802,-3.8692182313428685,-2.0783963423899245,0.6074834837775933,1.3829543135155757,2.63175472112361,1.5716207838150902
2019-04-01,99.481,99.695,99.969,100.523,99.739,99.84,102.248,98.653,0.5559430310013935,0.7060891349145448,-0.1278759603184909,0.1175240276878542,0.90648806693443,-0.019026827827228754,-0.2623955051357263,1.6758221938223405,0.4639681520868984,0.8514441140686113,-0.5269276522958647,0.02013931643375007,1.1232904714280443,0.054779240090344995,-0.27874494051192505,2.059805845870645,99.4192335107715,99.5955172360074,100.032186284975,100.231738792466,99.5719976238319,102.153489431406,98.419112913019,99.8141907975029,4.901584737723952,1.2001831095957094,8.846659182709127,3.383458196240241,0.32317742976193387,0.21275309424115818,0.7142536064015825,-0.515359212391342,1.9222331057555249,1.6042699777122582,4.152338300878221,1.4263575547608347,0.8598291319652281,0.03679246428460736,2.123245311945469,-0.41350804933774077,0.8753079920530846,0.9293957713735946,1.427939596891381,0.13621366374396704,-0.22986883361730825,0.9629727343757999,3.308242918965476,-0.020319834190152264,-1.8888315532231803,-2.6261492968727707,-0.3881934301202872,1.007517021527815,1.9494324045407518,1.4852458677044433,0.9802366888772637,0.009696317253364098,0.08382000338339098,1.215615723299342,2.9600564778192435,-0.3154541914884179,-3.2373448678644716,-2.439956753072966,0.103320111907886,1.1899865731174113,2.296152007103195,1.5203516343125667
2019-05-01,99.652,99.705,100.725,99.873,99.776,99.811,102.317,98.707,0.6799422099637242,0.5729445111310572,0.2637865817240792,-1.0050848969639259,0.810313819791042,-0.08708883060720707,-0.234016205622245,1.534742580877424,0.5368549970145317,0.6749774053283216,-0.18692064749646167,-0.44354642207015127,0.9225039419578461,-0.016003884087793335,-0.26912242997497354,1.7214213561977658,99.6085413147349,99.5672819237626,100.553945032708,99.9024285262281,99.6307438888564,102.23721327545,98.5043771575581,99.7826319179393,2.309046350484101,-0.33966984122335564,6.441806844864528,-3.872117897931704,0.71028726366269,0.9879519449362384,1.0445738404605054,-0.3787524460747038,2.315195408119008,0.0630821357344417,4.982915092454668,0.22941542952443505,-0.045347800440520857,0.24167878029121384,0.047370500631031064,-0.42262881395792967,0.9238357817722367,0.936084842367704,1.852816429793891,0.732589628551783,-0.15321653932222068,1.0616056023545983,1.5098450448983058,0.010161981992951041,-0.5500921645644086,-2.718524229703878,-0.9775046722570679,1.0553233341529467,1.794658192177545,1.8877107236051849,1.4541325837950758,0.24750632694944263,-0.11156251425852674,1.0708595402651195,2.3992021145423874,-0.17873758133396164,-2.010513468335541,-2.5910939353366373,-0.4091060150114105,1.0724399184899314,1.9749124094567676,1.6271790105469346
2019-06-01,99.491,99.638,100.725,99.617,99.748,99.744,102.278,98.698,0.7208009799653858,0.6871602093817542,-0.009927036283319257,-0.6967981179472837,0.992224202170755,-0.15415724038518874,-0.2136647901889721,1.8733936810379603,0.6522287403101679,0.6553979518091188,0.04199452837408968,-0.5281196624077852,0.9030086962987429,-0.08675763293987486,-0.23669216698231446,1.6946528185792429,99.5881860434689,99.6238421369949,100.509667941602,99.6580790737424,99.7458490008778,102.272765580003,98.7166225133164,99.7553821643289,-0.24494777428611947,0.6838060859228889,-0.5271202475750525,-2.8958939457421784,1.3952240550428208,0.4180909773125352,2.616477914980142,-0.32721760679117473,2.3218944379739774,0.5147731180984142,4.920448593332867,-1.1281845491445461,0.8095629161558145,0.5395986721633106,1.4584351206140764,-0.40710975508574015,0.903954682785842,0.8489857512582772,2.0481123339004537,0.9480972355587092,-0.124967246487806,1.2005850566773724,1.658113716750842,0.14608907375470714,-0.9872614517535738,-2.7717432731153235,-0.11864406779661385,1.0836324303063138,1.79299857176618,1.4942041424095498,1.7762894535285751,0.6056335092848197,-0.16935087314244499,1.0750544644692568,2.1587338935382085,0.04531040718583531,-1.1420617231803887,-2.7054722665639908,-0.494780723391323,1.0488242619956918,1.8456963894948257,1.622386911239726
2019-07-01,99.187,99.837,100.391,99.991,99.981,99.725,102.317,99.075,0.6055380870270799,0.8790809057564797,-0.03883301802249939,0.42584390410478346,1.0082539425962045,-0.19215949237868513,-0.12689488223179834,1.856706658853291,0.6687604256520633,0.713061875423097,0.07167550913942018,-0.4253463702688087,0.9369306548526678,-0.14446852112369366,-0.19152529268100515,1.7549476402562263,99.4250524923963,99.7321951163889,100.304574930619,99.91025056353,99.8243880158713,102.282676611446,98.8532451919126,99.741466596988,-1.9480841256188208,1.3129808005559962,-2.421341442285496,3.079056757046583,0.9489722357229669,0.11635139350405499,1.6734866040527097,-0.16726791701547894,0.03867148352638624,0.5523723484185098,1.1644483850013259,-1.2296516955424321,1.0181611848094922,0.5074647719176095,1.7781794531644521,-0.29107932329378583,0.878952886403189,0.9841705298290486,0.832009275561485,0.7707206843676762,0.0,1.3890178838632306,2.144529262086503,0.9777795998688221,-1.611526249652273,-2.6462275449101846,-0.2325307588155634,1.0647501818825233,1.6868605139445103,1.834015862319216,1.5776460130852765,0.8171358494927228,-0.09272792860334222,1.2170695142984005,1.7708293412452176,0.37801021853882677,-1.0496266219900863,-2.7121650159097954,-0.4428931662897484,1.067901982113928,1.7581724259627451,1.7386435761113168
2019-08-01,99.425,99.969,100.362,99.804,100.205,99.696,102.367,99.435,-0.037200136735648925,0.8392426641919748,-0.2435218225372071,0.34687660241907725,1.015141434303124,-0.24015369836696276,-0.048820020113848894,1.8404719473975373,0.42971297675227227,0.8018279264434028,-0.09742729228100859,0.025307462858858987,1.0052065263566952,-0.19549014371027887,-0.12979323084487313,1.856857429096264,99.3549906224063,99.8022248224289,100.347173331216,99.8542354091995,99.9393672358331,102.349677672088,99.0467953059405,99.7192761511327,-0.8423346096744999,0.8458748116512149,0.5108206823246642,-0.670714942972217,1.3909676870893284,0.7889075648646715,2.3750124040463616,-0.2666491319751052,-1.0117888365264807,0.9475538993767,-0.8125470025119621,-0.16251737722260318,1.2450546592850384,0.4411166452270872,2.2216589743597375,-0.253711551927253,0.8591468736210949,0.9054828384284874,-3.269540734090959,0.8384707746017073,0.0,1.2167378660764783,1.8503997148531015,0.9363123226487247,-1.856121853442927,-2.176081327323287,-0.15485906850809528,0.9959533257376307,1.7291242986929412,1.540879852737409,-0.12980637487634006,0.8524295648426975,-0.04165574882926867,1.2687802688723604,1.8843475645634828,0.6867269987574179,-1.484969851616259,-2.531350715116265,-0.16867796504009083,1.0481119793088227,1.7363277948012106,1.6230332858220582
2019-09-01,99.794,99.534,100.568,99.755,99.617,99.696,101.03,99.003,-0.42605841091188923,0.47646928186388937,-0.2341176937423195,0.20793988829508336,0.5358981087136394,-0.24015369836696276,-1.181556759717517,1.5103045216856348,0.047426513126513914,0.7315976172707813,-0.17215751143400868,0.32688679827298134,0.8530978285376566,-0.22415562970420355,-0.45242388735438804,1.7358277093121555,99.5142877880161,99.6398247367992,100.609481536622,99.7554455199954,99.6896384101078,101.190977142598,99.102575932933,99.7236581593799,1.9410328593547854,-1.9352815965476222,3.182301591258585,-1.1807704066469138,-2.957694835345148,-12.770431432231621,0.6779065973985698,0.05274487727233712,-0.2831286253128457,0.07452467188652963,0.42392694376591705,0.409190469142485,-0.20591830417761794,-3.9550574912876315,1.5754685351658801,-0.127057390572749,0.6882961962575025,0.8035097414301762,-4.062154914024296,1.1227673387788961,-0.029240355724047262,1.1173975971903172,1.3894560601110717,1.076172515578877,-1.6146136869560235,-1.8246213502774,-1.336679897268267,-0.8430660516242972,1.3911209835092198,1.4265497329738475,-2.16656212418459,0.9106529325827598,-0.009746785241349087,1.2410511157100086,1.794795012350226,0.996754812698808,-1.694087263350409,-2.2156434075036238,-0.5746899081973086,0.40587915199861896,1.6023685987155571,1.6004818160101575
2019-10-01,100.041,99.761,100.912,100.001,99.841,99.706,101.23,99.282,0.0,0.6294319981439811,-0.348590332296439,0.3764077650412645,0.6867688584106579,-0.24012967002180474,-0.976249168525245,1.6650282624723456,-0.1544195158825127,0.6483813147332818,-0.2754099495253219,0.31040808525180835,0.745936133809141,-0.24014568891857677,-0.735541982785537,1.671934910518507,99.7658016656907,99.8476127790806,100.814067392275,99.8447607356106,99.945996244467,101.447985228723,99.3418806972904,99.7248742574609,3.075414544310684,2.5313727038883016,2.4676346545367878,1.0797167308000288,3.1298929263656072,3.0907358915882366,2.9364566236791623,0.014634597302465302,1.3913709313303226,0.4806553063306314,2.0535856427066785,-0.2572562062730331,0.5210552593699288,-2.9635959919262373,1.996458541708031,-0.06642321913343426,0.8162993016444631,0.9283515857018476,-1.266861100984329,1.2006220211648877,0.1441852023634338,0.9972545219638196,2.1799030024503674,1.224967170059088,-2.3657150397270565,-1.8457165355842964,-0.5598600838324419,-0.7650959312590633,1.4074717636837653,1.691056237451627,-2.8661855830331944,1.0539533781818304,0.03831494887979551,1.110463328410205,1.8065862591381807,1.0791506694288966,-1.94548352670867,-1.9488064043949944,-0.6837996832029347,-0.2040695523819099,1.5092390152953088,1.5528286077209612
2019-11-01,99.481,99.534,100.637,98.976,99.645,99.715,101.17,98.985,0.15201852411155237,0.5241630056052271,-0.17458065924037536,-0.2780800386893878,0.6596492645870367,-0.24010804862187873,-0.9477373749241291,1.6231366268325775,-0.09134662893344563,0.5433547618710325,-0.25242956175971126,0.10208920488232003,0.6274387439037786,-0.2401304723368821,-1.0351811010556304,1.5994898036635206,99.826165144298,99.8149732911977,100.762250464892,98.9790219893709,100.012802948291,101.459472404201,99.4659402176784,99.7221488447853,0.728483227228871,-0.391567124636627,-0.6150414979693042,-9.922871795748112,0.8050690512479752,0.1359632576343417,1.5089125726038155,-0.032790251054770625,1.91497687696478,0.06817466090135078,1.6782982492753558,-3.341308490531665,0.3257557140894778,-3.1812440943363476,1.707758597893849,0.011529741173343933,0.7272852204240329,0.8519618128485831,-0.7180559184740032,0.7305890058950881,0.38387715930903177,1.06571038941361,1.4900763358778546,1.275219467118438,-1.2072550278339422,-2.4452888268962525,-0.5998252164932105,-0.7170322125004902,1.2210174125039552,1.49051910114677,-2.0156906444942093,1.0179927886129574,0.1662740019828061,1.060120836189249,1.6864784661464318,1.1921197175854676,-1.7291945848390087,-2.038542237585983,-0.8321217325313065,-0.7750647317946169,1.3398700532323133,1.5360416905240815
2019-12-01,99.719,99.62,100.872,99.085,99.655,99.735,101.15,99.003,0.73847335030508,0.6303284981211466,1.1015004059214517,-0.05950940046801634,0.678904458341334,-0.2011287223823377,-0.9382222744544921,1.6416163607244183,0.2968306248055441,0.5946411672901183,0.19277647146154578,0.012939441961286787,0.6751075271130101,-0.22712214700867372,-0.9540696059679554,1.6432604166764484,100.049343297673,99.8668565949737,101.078960924703,99.2491406441066,100.022496037675,101.468464343892,99.5233403652334,99.7375416741844,2.7160367535589147,0.6255400814544787,3.837666969037201,3.3244642585349427,0.11636419760496786,0.106402966551844,0.6947023359102023,0.18538594607917513,2.173311508366156,0.9217818869020511,1.8967533752015608,-1.8395636021377124,1.3504420584061831,1.111034038591474,1.7133571773977263,0.05574343077562327,1.1897276549561695,1.1327833891539156,0.13772667515286052,1.035531353868846,0.34455047714716525,1.2528416266734066,1.9932404918967306,1.4143821194161577,2.210620848917899,-2.208393632416794,-0.34681153900126827,-0.7078639567830391,1.0062611806797905,1.689639839928847,-0.6157301147684905,0.9889141269762739,0.29087094627321025,1.1052688460169453,1.8877399434083182,1.3048562521978946,-0.4541164062143677,-2.1664663316324475,-0.5021656131089736,-0.7299973668475309,1.2115834522891704,1.6237383928424147
2020-01-01,100.09,99.84,101.24,99.68,99.83,99.79,100.83,99.42,1.2196108571659758,0.6218316317789352,2.2967251710166003,-0.22221777341794313,0.5236129292115477,-0.13610071452874184,-1.626389065045808,1.6574811603390582,0.7033675771942027,0.5921077118351029,1.0745483058992256,-0.18660240419178242,0.6207222173799734,-0.1924458285109861,-1.170782904808143,1.6407447159653525,100.155667802018,99.8123474411503,101.31205379091,99.5662087666569,99.8777837320044,100.472435216897,99.5525019245486,99.769492832023,1.2827451386647537,-0.6530192281286373,2.8026258089005385,3.901683907668385,-1.7224082379969974,-11.163775701507749,0.3521819218609279,0.3851008968547065,1.5757550398175126,-0.13968209043692856,2.008417093322811,-0.8989078765149271,-0.2669916630480184,-3.6404698257738546,0.8519322767916483,0.179232197293037,1.4464706838659782,1.212050796774816,1.4312708139765373,1.021612190768173,0.726989615878515,1.4646894372189134,0.5678029461092526,2.175815676456816,6.259921738339114,-2.452484920073972,-0.3463789465302347,-2.533770594206297,1.0344583025157394,2.0984623601795427,0.2836471902184649,0.9292441835107024,0.48513908411157064,1.26108048443531,1.35037325796128,1.6218057543304705,2.4210958531410225,-2.3687224597956726,-0.4310052340082378,-1.319555587829942,1.0872456318998285,1.75954043375172
2020-02-01,100.16,100.07,101.4,100.21,99.98,99.81,100.76,99.72,0.8548901934327446,0.3761472491097928,2.2043482204953113,0.33742853423848196,0.19542015332967289,-0.10708888377353176,-1.6371037808604272,1.0815687308039168,0.9376581336346002,0.5427691263366249,1.8675245991444545,0.018567120117507496,0.46597918029418545,-0.14810610689487044,-1.4005717067869092,1.4602220839557989,99.9544455099282,99.9233231199893,101.589535907847,100.206817445141,99.8395503372384,100.49087553625,99.5676067629961,99.8079161056424,-2.384451430971779,1.3424010313525025,3.3366272851925283,7.999957234149768,-0.4583962398849506,0.22046578558674312,0.18222485053698279,0.46312471481020356,0.5381101537506292,0.4383072948927813,3.3256400210434225,5.075368466784366,-0.688146760092327,-3.6123023164563874,0.40970303610270403,0.34453718591469507,1.1491112427534957,1.0854776494344054,0.22708184278470434,1.012239630593026,0.2602465811235799,0.8850975209259593,-0.036864706527051094,1.9845869171800867,6.444847465526493,-1.6505518117003626,-1.4696157680198274,-2.4599514444780257,0.7889147365227167,2.125655307994756,0.5986931106380341,1.0231277250766817,0.4439288913830867,1.2008761949394264,0.8413929104929779,1.8582615710176869,4.971796684261167,-2.103810121397043,-0.7209354178504435,-1.9005286651557871,0.9432114065727489,1.9712525027010486
2020-03-01,99.94,99.75,100.61,98.77,99.82,99.83,100.61,99.49,0.8262628504555058,0.20694366310376466,1.2682435832914063,-0.9963513892786935,0.1846722068328699,-0.049059361827819004,-1.6212304924316467,1.032770404070149,0.9669213003514088,0.40164084799749755,1.9231056582677726,-0.2937135428193849,0.30123509645803076,-0.0974163200433642,-1.6282411127792937,1.2572734317377092,99.8461539701633,99.7168985617887,100.558430103303,98.9713067061112,99.7411006526905,100.468361705918,99.3985659531515,99.8011862037333,-1.2923717211880348,-2.451022070914599,-11.522244006537663,-13.832315986394372,-1.1768983324018545,-0.26851523511409736,-2.018382585585121,-0.08088424527645799,-0.7980260044983539,-0.587213422563578,-1.7943303041481993,-0.643558281525405,-1.1192342700946012,-3.7372750503450347,-0.4946586043957371,0.25578045546281736,1.0960499042264502,1.005013401060625,2.6720274741383054,1.0034595075765207,0.5683994114445978,0.9424503709645204,-0.5204801978223594,2.0655147514975214,2.609553928431141,-1.4364467770521028,-1.1800729716563763,-2.5067737471004437,0.8759479297619555,1.8643444130994613,1.4434600436331824,1.0124371096459066,0.5185452028155643,1.0974124430364645,0.003486013919947961,2.075305781711475,5.104774377432247,-1.8464945029421458,-0.9986892287354795,-2.5001652619282555,0.8997736562668038,2.0294873604245867
