name,display_name,data_type,chart_type
"Exports, EM, Work day adjusted, USD","Exports, EM, Work day adjusted, USD",r,line
"Imports, All, KRW bn","Imports, All, KRW bn",r,line
"Exports, All, KRW bn","Exports, All, KRW bn",r,line
"Exports, China, USD, % YoY","Exports, China, USD, % YoY",P,line
"Exports, US, USD, % YoY","Exports, US, USD, % YoY",P,line
"Exports, EU, USD, % YoY","Exports, EU, USD, % YoY",P,line
"Exports, Vietnam, USD, % YoY","Exports, Vietnam, USD, % YoY",P,line
"Exports, Hong Kong, USD, % YoY","Exports, Hong Kong, USD, % YoY",P,line
"Exports, Japan, USD, % YoY","Exports, Japan, USD, % YoY",P,line
"Exports, Taiwan, USD, % YoY","Exports, Taiwan, USD, % YoY",P,line
"Exports, India, USD, % YoY","Exports, India, USD, % YoY",P,line
"Exports, Singapore, USD, % YoY","Exports, Singapore, USD, % YoY",P,line
"Exports, Malaysia, USD, % YoY","Exports, Malaysia, USD, % YoY",P,line
"Exports, Country, Other, USD, % YoY","Exports, Country, Other, USD, % YoY",P,line
"Exports, ASEAN Three and India, USD, % YoY","Exports, ASEAN Three and India, USD, % YoY",P,line
"Exports, North Asia, USD, % YoY","Exports, North Asia, USD, % YoY",P,line
"Exports, DM, USD, % YoY","Exports, DM, USD, % YoY",P,line
"Exports, China and Hong Kong, USD, % YoY","Exports, China and Hong Kong, USD, % YoY",P,line
"Imports, China, USD, % YoY","Imports, China, USD, % YoY",P,line
"Imports, US, USD, % YoY","Imports, US, USD, % YoY",P,line
"Imports, EU, USD, % YoY","Imports, EU, USD, % YoY",P,line
"Imports, Japan, USD, % YoY","Imports, Japan, USD, % YoY",P,line
"Imports, Vietnam, USD, % YoY","Imports, Vietnam, USD, % YoY",P,line
"Imports, Australia, USD, % YoY","Imports, Australia, USD, % YoY",P,line
"Imports, Taiwan, USD, % YoY","Imports, Taiwan, USD, % YoY",P,line
"Imports, Saudi Arabia, USD, % YoY","Imports, Saudi Arabia, USD, % YoY",P,line
"Imports, Russia, USD, % YoY","Imports, Russia, USD, % YoY",P,line
"Imports, Malaysia, USD, % YoY","Imports, Malaysia, USD, % YoY",P,line
"Imports, Country, Other, USD, % YoY","Imports, Country, Other, USD, % YoY",P,line
"Imports, Commodity producers, USD, % YoY","Imports, Commodity producers, USD, % YoY",P,line
"Imports, North Asia, USD, % YoY","Imports, North Asia, USD, % YoY",P,line
"Exports, Semiconductors, USD, % YoY","Exports, Semiconductors, USD, % YoY",P,line
"Exports, Steel products, USD, % YoY","Exports, Steel products, USD, % YoY",P,line
"Exports, Autos, USD, % YoY","Exports, Autos, USD, % YoY",P,line
"Exports, Petroleum products, USD, % YoY","Exports, Petroleum products, USD, % YoY",P,line
"Exports, Wireless communication equipment, USD, % YoY","Exports, Wireless communication equipment, USD, % YoY",P,line
"Exports, Ships, USD, % YoY","Exports, Ships, USD, % YoY",P,line
"Exports, Automobile parts, USD, % YoY","Exports, Automobile parts, USD, % YoY",P,line
"Exports, Computer peripherals, USD, % YoY","Exports, Computer peripherals, USD, % YoY",P,line
"Exports, Precision equipment, USD, % YoY","Exports, Precision equipment, USD, % YoY",P,line
"Exports, Home appliances, USD, % YoY","Exports, Home appliances, USD, % YoY",P,line
"Exports, All, USD, % YoY","Exports, All, USD, % YoY",P,line
"Exports, Product, Other, USD, % YoY","Exports, Product, Other, USD, % YoY",P,line
"Exports, All ex ships, USD, % YoY","Exports, All ex ships, USD, % YoY",P,line
"Exports, Tech, USD, % YoY","Exports, Tech, USD, % YoY",P,line
"Exports, Auto and parts, USD, % YoY","Exports, Auto and parts, USD, % YoY",P,line
"Exports, Other products inc Home appliances, USD, % YoY","Exports, Other products inc Home appliances, USD, % YoY",P,line
"Imports, Semiconductors, USD, % YoY","Imports, Semiconductors, USD, % YoY",P,line
"Imports, Crude oil, USD, % YoY","Imports, Crude oil, USD, % YoY",P,line
"Imports, Machinery, USD, % YoY","Imports, Machinery, USD, % YoY",P,line
"Imports, Gas, USD, % YoY","Imports, Gas, USD, % YoY",P,line
"Imports, Semiconductor mfg equipment, USD, % YoY","Imports, Semiconductor mfg equipment, USD, % YoY",P,line
"Imports, Precision equipment, USD, % YoY","Imports, Precision equipment, USD, % YoY",P,line
"Imports, Petroleum products, USD, % YoY","Imports, Petroleum products, USD, % YoY",P,line
"Imports, Wireless communication equipment, USD, % YoY","Imports, Wireless communication equipment, USD, % YoY",P,line
"Imports, Autos, USD, % YoY","Imports, Autos, USD, % YoY",P,line
"Imports, Coal, USD, % YoY","Imports, Coal, USD, % YoY",P,line
"Imports, All, USD, % YoY","Imports, All, USD, % YoY",P,line
"Imports, Product, Other, USD, % YoY","Imports, Product, Other, USD, % YoY",P,line
"Imports, Energy, USD, % YoY","Imports, Energy, USD, % YoY",P,line
"Exports, ASEAN, USD, % YoY","Exports, ASEAN, USD, % YoY",P,line
"Exports, Africa, USD, % YoY","Exports, Africa, USD, % YoY",P,line
"Exports, Asia, USD, % YoY","Exports, Asia, USD, % YoY",P,line
"Exports, Europe, USD, % YoY","Exports, Europe, USD, % YoY",P,line
"Exports, Latin America, USD, % YoY","Exports, Latin America, USD, % YoY",P,line
"Exports, Middle East, USD, % YoY","Exports, Middle East, USD, % YoY",P,line
"Exports, Mobile phones, USD, % YoY","Exports, Mobile phones, USD, % YoY",P,line
"Exports, North America, USD, % YoY","Exports, North America, USD, % YoY",P,line
"Exports, Oceania, USD, % YoY","Exports, Oceania, USD, % YoY",P,line
"Exports, Semiconductor mfg equipment, USD, % YoY","Exports, Semiconductor mfg equipment, USD, % YoY",P,line
"Exports, all, USD, % YoY","Exports, all, USD, % YoY",P,line
"Exports, mineral fuels, USD, % YoY","Exports, mineral fuels, USD, % YoY",P,line
"Imports, ASEAN, USD, % YoY","Imports, ASEAN, USD, % YoY",P,line
"Imports, Africa, USD, % YoY","Imports, Africa, USD, % YoY",P,line
"Imports, Asia, USD, % YoY","Imports, Asia, USD, % YoY",P,line
"Imports, Europe, USD, % YoY","Imports, Europe, USD, % YoY",P,line
"Imports, Hong Kong, USD, % YoY","Imports, Hong Kong, USD, % YoY",P,line
"Imports, Latin America, USD, % YoY","Imports, Latin America, USD, % YoY",P,line
"Imports, Middle East, USD, % YoY","Imports, Middle East, USD, % YoY",P,line
"Imports, Mobile phones, USD, % YoY","Imports, Mobile phones, USD, % YoY",P,line
"Imports, North America, USD, % YoY","Imports, North America, USD, % YoY",P,line
"Imports, Oceania, USD, % YoY","Imports, Oceania, USD, % YoY",P,line
"Imports, all, USD, % YoY","Imports, all, USD, % YoY",P,line
"Imports, mineral fuels, USD, % YoY","Imports, mineral fuels, USD, % YoY",P,line
"Exports, EM, USD, % YoY","Exports, EM, USD, % YoY",P,line
"Exports, China, Work day adjusted, USD, % YoY","Exports, China, Work day adjusted, USD, % YoY",P,line
"Exports, US, Work day adjusted, USD, % YoY","Exports, US, Work day adjusted, USD, % YoY",P,line
"Exports, EU, Work day adjusted, USD, % YoY","Exports, EU, Work day adjusted, USD, % YoY",P,line
"Exports, Vietnam, Work day adjusted, USD, % YoY","Exports, Vietnam, Work day adjusted, USD, % YoY",P,line
"Exports, Hong Kong, Work day adjusted, USD, % YoY","Exports, Hong Kong, Work day adjusted, USD, % YoY",P,line
"Exports, Japan, Work day adjusted, USD, % YoY","Exports, Japan, Work day adjusted, USD, % YoY",P,line
"Exports, Taiwan, Work day adjusted, USD, % YoY","Exports, Taiwan, Work day adjusted, USD, % YoY",P,line
"Exports, India, Work day adjusted, USD, % YoY","Exports, India, Work day adjusted, USD, % YoY",P,line
"Exports, Singapore, Work day adjusted, USD, % YoY","Exports, Singapore, Work day adjusted, USD, % YoY",P,line
"Exports, Malaysia, Work day adjusted, USD, % YoY","Exports, Malaysia, Work day adjusted, USD, % YoY",P,line
"Exports, Country, Other, Work day adjusted, USD, % YoY","Exports, Country, Other, Work day adjusted, USD, % YoY",P,line
"Exports, ASEAN Three and India, Work day adjusted, USD, % YoY","Exports, ASEAN Three and India, Work day adjusted, USD, % YoY",P,line
"Exports, North Asia, Work day adjusted, USD, % YoY","Exports, North Asia, Work day adjusted, USD, % YoY",P,line
"Exports, DM, Work day adjusted, USD, % YoY","Exports, DM, Work day adjusted, USD, % YoY",P,line
"Exports, China and Hong Kong, Work day adjusted, USD, % YoY","Exports, China and Hong Kong, Work day adjusted, USD, % YoY",P,line
"Imports, China, Work day adjusted, USD, % YoY","Imports, China, Work day adjusted, USD, % YoY",P,line
"Imports, US, Work day adjusted, USD, % YoY","Imports, US, Work day adjusted, USD, % YoY",P,line
"Imports, EU, Work day adjusted, USD, % YoY","Imports, EU, Work day adjusted, USD, % YoY",P,line
"Imports, Japan, Work day adjusted, USD, % YoY","Imports, Japan, Work day adjusted, USD, % YoY",P,line
"Imports, Vietnam, Work day adjusted, USD, % YoY","Imports, Vietnam, Work day adjusted, USD, % YoY",P,line
"Imports, Australia, Work day adjusted, USD, % YoY","Imports, Australia, Work day adjusted, USD, % YoY",P,line
"Imports, Taiwan, Work day adjusted, USD, % YoY","Imports, Taiwan, Work day adjusted, USD, % YoY",P,line
"Imports, Saudi Arabia, Work day adjusted, USD, % YoY","Imports, Saudi Arabia, Work day adjusted, USD, % YoY",P,line
"Imports, Russia, Work day adjusted, USD, % YoY","Imports, Russia, Work day adjusted, USD, % YoY",P,line
"Imports, Malaysia, Work day adjusted, USD, % YoY","Imports, Malaysia, Work day adjusted, USD, % YoY",P,line
"Imports, Country, Other, Work day adjusted, USD, % YoY","Imports, Country, Other, Work day adjusted, USD, % YoY",P,line
"Imports, Commodity producers, Work day adjusted, USD, % YoY","Imports, Commodity producers, Work day adjusted, USD, % YoY",P,line
"Imports, North Asia, Work day adjusted, USD, % YoY","Imports, North Asia, Work day adjusted, USD, % YoY",P,line
"Exports, Semiconductors, Work day adjusted, USD, % YoY","Exports, Semiconductors, Work day adjusted, USD, % YoY",P,line
"Exports, Steel products, Work day adjusted, USD, % YoY","Exports, Steel products, Work day adjusted, USD, % YoY",P,line
"Exports, Autos, Work day adjusted, USD, % YoY","Exports, Autos, Work day adjusted, USD, % YoY",P,line
"Exports, Petroleum products, Work day adjusted, USD, % YoY","Exports, Petroleum products, Work day adjusted, USD, % YoY",P,line
"Exports, Wireless communication equipment, Work day adjusted, USD, % YoY","Exports, Wireless communication equipment, Work day adjusted, USD, % YoY",P,line
"Exports, Ships, Work day adjusted, USD, % YoY","Exports, Ships, Work day adjusted, USD, % YoY",P,line
"Exports, Automobile parts, Work day adjusted, USD, % YoY","Exports, Automobile parts, Work day adjusted, USD, % YoY",P,line
"Exports, Computer peripherals, Work day adjusted, USD, % YoY","Exports, Computer peripherals, Work day adjusted, USD, % YoY",P,line
"Exports, Precision equipment, Work day adjusted, USD, % YoY","Exports, Precision equipment, Work day adjusted, USD, % YoY",P,line
"Exports, Home appliances, Work day adjusted, USD, % YoY","Exports, Home appliances, Work day adjusted, USD, % YoY",P,line
"Exports, All, Work day adjusted, USD, % YoY","Exports, All, Work day adjusted, USD, % YoY",P,line
"Exports, Product, Other, Work day adjusted, USD, % YoY","Exports, Product, Other, Work day adjusted, USD, % YoY",P,line
"Exports, All ex ships, Work day adjusted, USD, % YoY","Exports, All ex ships, Work day adjusted, USD, % YoY",P,line
"Exports, Tech, Work day adjusted, USD, % YoY","Exports, Tech, Work day adjusted, USD, % YoY",P,line
"Exports, Auto and parts, Work day adjusted, USD, % YoY","Exports, Auto and parts, Work day adjusted, USD, % YoY",P,line
"Exports, Other products inc Home appliances, Work day adjusted, USD, % YoY","Exports, Other products inc Home appliances, Work day adjusted, USD, % YoY",P,line
"Imports, Semiconductors, Work day adjusted, USD, % YoY","Imports, Semiconductors, Work day adjusted, USD, % YoY",P,line
"Imports, Crude oil, Work day adjusted, USD, % YoY","Imports, Crude oil, Work day adjusted, USD, % YoY",P,line
"Imports, Machinery, Work day adjusted, USD, % YoY","Imports, Machinery, Work day adjusted, USD, % YoY",P,line
"Imports, Gas, Work day adjusted, USD, % YoY","Imports, Gas, Work day adjusted, USD, % YoY",P,line
"Imports, Semiconductor mfg equipment, Work day adjusted, USD, % YoY","Imports, Semiconductor mfg equipment, Work day adjusted, USD, % YoY",P,line
"Imports, Precision equipment, Work day adjusted, USD, % YoY","Imports, Precision equipment, Work day adjusted, USD, % YoY",P,line
"Imports, Petroleum products, Work day adjusted, USD, % YoY","Imports, Petroleum products, Work day adjusted, USD, % YoY",P,line
"Imports, Wireless communication equipment, Work day adjusted, USD, % YoY","Imports, Wireless communication equipment, Work day adjusted, USD, % YoY",P,line
"Imports, Autos, Work day adjusted, USD, % YoY","Imports, Autos, Work day adjusted, USD, % YoY",P,line
"Imports, Coal, Work day adjusted, USD, % YoY","Imports, Coal, Work day adjusted, USD, % YoY",P,line
"Imports, All, Work day adjusted, USD, % YoY","Imports, All, Work day adjusted, USD, % YoY",P,line
"Imports, Product, Other, Work day adjusted, USD, % YoY","Imports, Product, Other, Work day adjusted, USD, % YoY",P,line
"Imports, Energy, Work day adjusted, USD, % YoY","Imports, Energy, Work day adjusted, USD, % YoY",P,line
"Exports, ASEAN, Work day adjusted, USD, % YoY","Exports, ASEAN, Work day adjusted, USD, % YoY",P,line
