name,display_name,data_type,chart_type
"Exports, EU, LCU, % YoY, 3mma, Value","TW, Exports, EU, LCU, % YoY, 3mma, Value",p,line
"Exports, DM excl Japan, LCU, % YoY, 3mma, Value","TW, Exports, DM excl Japan, LCU, % YoY, 3mma, Value",p,line
"Exports, China and Hong Kong, LCU, % YoY, 3mma, Value","TW, Exports, China and Hong Kong, LCU, % YoY, 3mma, Value",p,line
"Exports, North Asia, LCU, % YoY, 3mma, Value","TW, Exports, North Asia, LCU, % YoY, 3mma, Value",p,line
"Exports, US, LCU, % YoY, 3mma, Value","TW, Exports, US, LCU, % YoY, 3mma, Value",p,line
"Exports, ASEAN, LCU, % YoY, 3mma, Value","TW, Exports, ASEAN, LCU, % YoY, 3mma, Value",p,line
"Exports, EM, LCU, % YoY, 3mma, Value","TW, Exports, EM, LCU, % YoY, 3mma, Value",p,line
"Imports, All, LCU, % YoY, 3mma, Value","TW, Imports, All, LCU, % YoY, 3mma, Value",p,line
"Imports, Fuels, LCU, % YoY, 3mma, Value","TW, Imports, Fuels, LCU, % YoY, 3mma, Value",p,line
"Imports, Capital goods, incl parts, LCU, % YoY, 3mma, Value","TW, Imports, Capital goods, incl parts, LCU, % YoY, 3mma, Value",p,line
"Imports, Capital goods, LCU, % YoY, 3mma, Value","TW, Imports, Capital goods, LCU, % YoY, 3mma, Value",p,line
"Imports, Capital goods, parts, LCU, % YoY, 3mma, Value","TW, Imports, Capital goods, parts, LCU, % YoY, 3mma, Value",p,line
"Imports, Semi mfg equipment, LCU, % YoY, 3mma, Value","TW, Imports, Semi mfg equipment, LCU, % YoY, 3mma, Value",p,line
"Exports, All, Value, USD, SA","TW, Exports, All, Value, USD, SA",b,line
"Exports, Tech, total, Value, USD, SA","TW, Exports, Tech, total, Value, USD, SA",b,line
"Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, USD, SA","TW, Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, USD, SA",b,line
"Exports, Telecommunications equipment SITC 76, Value, USD, SA","TW, Exports, Telecommunications equipment SITC 76, Value, USD, SA",b,line
"Exports, Electrical machinery SITC 77, Value, USD, SA","TW, Exports, Electrical machinery SITC 77, Value, USD, SA",b,line
"Exports, Semiconductors HS 776, Value, USD, SA","TW, Exports, Semiconductors HS 776, Value, USD, SA",b,line
"Exports, Semiconductor manufacturing equipment HS 848620, Value, USD, SA","TW, Exports, Semiconductor manufacturing equipment HS 848620, Value, USD, SA",b,line
"Exports, Non-tech exports, total, Value, USD, SA","TW, Exports, Non-tech exports, total, Value, USD, SA",b,line
"Exports, EU, Value, USD, SA","TW, Exports, EU, Value, USD, SA",b,line
"Exports, DM excl Japan, Value, USD, SA","TW, Exports, DM excl Japan, Value, USD, SA",b,line
"Exports, China and Hong Kong, Value, USD, SA","TW, Exports, China and Hong Kong, Value, USD, SA",b,line
"Exports, North Asia, Value, USD, SA","TW, Exports, North Asia, Value, USD, SA",b,line
"Exports, US, Value, USD, SA","TW, Exports, US, Value, USD, SA",b,line
"Exports, ASEAN, Value, USD, SA","TW, Exports, ASEAN, Value, USD, SA",b,line
"Exports, EM, Value, USD, SA","TW, Exports, EM, Value, USD, SA",b,line
"Imports, All, Value, USD, SA","TW, Imports, All, Value, USD, SA",b,line
"Imports, Fuels, Value, USD, SA","TW, Imports, Fuels, Value, USD, SA",b,line
"Imports, Capital goods, incl parts, Value, USD, SA","TW, Imports, Capital goods, incl parts, Value, USD, SA",b,line
"Imports, Capital goods, Value, USD, SA","TW, Imports, Capital goods, Value, USD, SA",b,line
"Imports, Capital goods, parts, Value, USD, SA","TW, Imports, Capital goods, parts, Value, USD, SA",b,line
"Imports, Semi mfg equipment, Value, USD, SA","TW, Imports, Semi mfg equipment, Value, USD, SA",b,line
"Exports, All, Value, LCU, SA","TW, Exports, All, Value, LCU, SA",b,line
"Exports, Tech, total, Value, LCU, SA","TW, Exports, Tech, total, Value, LCU, SA",b,line
"Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, LCU, SA","TW, Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, LCU, SA",b,line
"Exports, Telecommunications equipment SITC 76, Value, LCU, SA","TW, Exports, Telecommunications equipment SITC 76, Value, LCU, SA",b,line
"Exports, Electrical machinery SITC 77, Value, LCU, SA","TW, Exports, Electrical machinery SITC 77, Value, LCU, SA",b,line
"Exports, Semiconductors HS 776, Value, LCU, SA","TW, Exports, Semiconductors HS 776, Value, LCU, SA",b,line
